patent_id,inventor_id
5796095,fl:ta_ln:kawabata-10
D1081992,fl:al_ln:greenhalg-1
9443801,fl:ha_ln:ding-48
5208255,fl:cl_ln:gros-1
8352405,fl:bi_ln:chen-129
7106488,fl:ph_ln:henderson-4
7072766,fl:sh_ln:sameshima-5
5446623,fl:ya_ln:kanetake-1
3959824,fl:ma_ln:sato-76
9756442,fl:xi_ln:lin-49
4342658,fl:je_ln:maxwell-2
7740731,fl:ha_ln:guitoneau-1
7939790,fl:we_ln:lee-261
8721640,fl:pe_ln:hathaway-1
4027463,fl:ka_ln:takahashi-59
9987320,fl:li_ln:fan-1
12276634,fl:ni_ln:rajan-1
4490417,fl:ta_ln:izumo-5
12256272,fl:mi_ln:cirkic-1
D458502,fl:is_ln:caban-2
7668268,fl:ju_ln:heiskala-1
12093081,fl:we_ln:wang-569
D963729,fl:ma_ln:takayama-20
D583360,fl:ch_ln:gredler-1
5035623,00qz601gdxgq19d6q43wr4409
6107324,fl:ju_ln:smith-12
9182717,fl:da_ln:thompson-69
9518660,fl:mi_ln:shirilla-1
10785704,fl:go_ln:ramsubbaraj-1
4445915,fl:ja_ln:robinson-16
6678397,fl:ke_ln:hiyama-4
9426406,fl:yu_ln:iida-21
11707154,fl:gu_ln:he-83
10115207,fl:ch_ln:yao-90
4166967,fl:ew_ln:benes-1
6693638,fl:ka_ln:chun-4
6524435,fl:ph_ln:carter-2
10378456,fl:fr_ln:hernandez-4
7342364,fl:ka_ln:tomita-15
7138426,fl:ti_ln:blizzard-1
7188024,fl:sh_ln:kanzaki-13
6022641,fl:ta_ln:endo-41
10221580,fl:pa_ln:connors-7
10733994,fl:ga_ln:kim-17
11344662,fl:pa_ln:spearman-2
10440041,fl:be_ln:boding-1
9471348,fl:yu_ln:zuo-1
8475801,fl:al_ln:brown-32
8793991,fl:yu_ln:lvovsky-2
3954635,fl:ar_ln:glick-1
D505890,fl:ta_ln:furukawa-1
9498290,fl:ma_ln:daly-6
D950755,fl:al_ln:dumler-2
6528970,fl:se_ln:liu-6
5961986,fl:ca_ln:killen-2
10631243,fl:he_ln:chang-68
4146852,fl:ja_ln:godfrey-16
9588473,fl:ke_ln:saiki-7
7826993,fl:ju_ln:schawe-1
9178289,fl:ha_ln:yaworski-1
11162359,fl:da_ln:lawie-1
8066482,fl:ru_ln:rawlings-1
7606739,fl:je_ln:johnson-21
D1103541,fl:be_ln:williams-11
12429742,fl:tr_ln:frank-1
12300558,fl:ve_ln:ng-2
9125150,fl:ta_ln:kunihiro-1
12113885,fl:es_ln:naizghi-1
8897764,fl:ke_ln:takikawa-4
5841080,fl:te_ln:yoshioka-8
4793595,fl:wi_ln:schleizer-1
11285562,fl:sh_ln:shinohara-10
9583672,fl:ge_ln:yoo-7
11375233,fl:ju_ln:kim-384
12090537,fl:pa_ln:robbins-7
D867665,fl:pa_ln:cacciotti-1
4801930,fl:hi_ln:yamamoto-83
9017459,fl:gy_ln:kim-198
8130668,fl:an_ln:agrawal-27
3938090,fl:ge_ln:soloway-1
D479228,00r367wk8hlewilzyxbof5819
5380155,fl:je_ln:leshane-1
5317297,fl:le_ln:kaufman-5
11799673,fl:ma_ln:tehranipoor-1
6833466,fl:ge_ln:riegel-2
7897453,fl:de_ln:sekar-3
8601798,fl:pa_ln:jasinkiewicz-1
11422970,fl:mi_ln:haberkorn-1
10366953,fl:de_ln:yeh-1
10599361,fl:bh_ln:bhushan-3
7736477,fl:ma_ln:nakatani-16
D311761,fl:br_ln:aiken-3
9619232,fl:va_ln:salapura-2
8513095,fl:al_ln:funcell-1
7818798,fl:ry_ln:jansen-2
4968848,fl:ax_ln:schumann-1
11906051,fl:wi_ln:munoz-4
6354265,fl:ke_ln:hampton-4
8905633,fl:ar_ln:benjamin-2
6920271,fl:mi_ln:li-136
6162558,fl:gl_ln:skala-1
4339593,fl:de_ln:barton-1
10597967,fl:da_ln:smith-99
8022247,fl:hi_ln:koyano-1
7105889,fl:ma_ln:copel-2
9902894,fl:va_ln:dwarakanath-3
10681411,fl:ah_ln:nassar-3
4336411,fl:be_ln:hanas-1
8030344,fl:ar_ln:vaisburg-2
8273108,fl:sh_ln:tebbe-1
D559511,fl:ra_ln:wu-13
6592693,fl:gr_ln:nedblake-2
4700102,fl:ni_ln:halpin-1
11696868,fl:fr_ln:muench-1
10079330,fl:ma_ln:kataniwa-2
5111641,fl:st_ln:malinowski-2
11340540,fl:ak_ln:takei-3
3988540,fl:sa_ln:whang-2
7925252,fl:mi_ln:shenfield-1
10433180,fl:ta_ln:yoo-36
8941827,fl:ch_ln:chan-127
7262475,fl:ke_ln:ma-20
7813891,fl:pa_ln:bonino-1
D1052614,fl:mo_ln:taylor-9
5299244,fl:sa_ln:izutsu-1
12121433,fl:pa_ln:piers-1
5274470,fl:ic_ln:masuda-2
4686554,fl:no_ln:tanaka-62
9432642,fl:ji_ln:shan-34
12347061,fl:zh_ln:wang-577
12267388,fl:jo_ln:kiok-1
5520736,fl:ma_ln:dobek-1
11334470,fl:cl_ln:bartolini-1
8169550,fl:tz_ln:chao-10
11252511,fl:ch_ln:chang-1279
10343212,fl:we_ln:jiang-140
8619037,fl:ti_ln:fibaek-1
8641704,fl:ha_ln:oral-3
8112019,fl:ke_ln:nishiwaki-5
7976825,fl:ma_ln:bodnar-1
6996986,fl:st_ln:arnold-12
4824914,fl:pa_ln:sandstrom-2
6283567,fl:ma_ln:hirano-14
8840844,fl:ki_ln:shinohara-3
6145472,fl:ma_ln:vittuari-1
11436255,fl:su_ln:muralidhar-1
9972298,fl:ma_ln:ishida-45
11705037,fl:ba_ln:cagdaser-1
10763563,fl:ja_ln:lee-376
10074230,fl:lu_ln:tombs-1
10953940,fl:la_ln:marsac-1
8384354,fl:wi_ln:blevins-1
8273610,fl:zv_ln:orbach-2
6002901,fl:ta_ln:hoshizaki-1
11517871,fl:ru_ln:darji-1
7082933,fl:ba_ln:holtzman-1
4315265,fl:wi_ln:palmer-2
11072543,fl:so_ln:benzerrouk-1
8274597,fl:li_ln:jiang-84
10275868,fl:ch_ln:chen-665
9539055,fl:sa_ln:raybin-1
D546638,fl:sa_ln:kaposi-1
8801129,fl:ja_ln:bello-1
7289791,fl:fe_ln:xie-19
5013861,fl:er_ln:gordon-1
4830785,fl:ta_ln:tsuji-8
7541083,fl:ra_ln:southmayd-1
12467564,fl:lu_ln:mantovano-1
4917711,fl:ge_ln:yang-19
4914608,fl:jo_ln:delannoy-3
12416880,fl:sh_ln:nishida-16
9572404,fl:sh_ln:kohatsu-1
7988191,fl:ch_ln:weyrich-1
9025618,fl:ju_ln:coon-2
11649436,fl:ta_ln:kim-11
12183946,fl:to_ln:tagawa-13
10630563,fl:yo_ln:lee-505
8544692,fl:ra_ln:morrison-2
7525129,fl:ma_ln:adachi-20
6992077,fl:he_ln:radeke-1
7507305,fl:ka_ln:nakanishi-32
6782175,fl:sc_ln:bickham-1
5811234,fl:ta_ln:holzmayer-2
6551676,fl:yo_ln:otani-6
11302394,fl:br_ln:haukness-1
6996785,fl:go_ln:kizhepat-1
5714731,fl:mi_ln:madsen-5
7752627,fl:da_ln:jones-160
7515550,fl:kl_ln:kucelin-1
12253683,fl:ro_ln:nattukallingal-1
8349347,fl:ma_ln:takata-21
6274105,fl:ma_ln:vorage-3
D411330,fl:be_ln:nestell-1
7059374,fl:ta_ln:mitsui-9
12068618,fl:al_ln:scott-16
9971997,fl:pa_ln:mattison-1
D868872,fl:di_ln:zhang-60
5174878,fl:ju_ln:borchardt-1
5951108,fl:he_ln:bauer-16
8691691,fl:wi_ln:landers-2
5100984,fl:ir_ln:schober-1
12325892,fl:ya_ln:hayakawa-3
11187889,fl:da_ln:farmer-2
5713782,fl:ar_ln:jensen-8
8765830,fl:hi_ln:yamaguchi-41
5945009,fl:pe_ln:lenard-1
10916478,fl:la_ln:liebmann-1
7401683,fl:jo_ln:husmann-1
6481818,fl:ro_ln:cox-48
10348014,fl:ak_ln:ishii-4
6524104,fl:ka_ln:matsutani-5
7781621,fl:da_ln:proriol-1
5610824,fl:fr_ln:little-3
11421605,fl:da_ln:debarrossoares-1
8010124,fl:le_ln:bloebaum-1
10618164,fl:sa_ln:inagaki-4
7041683,fl:ga_ln:stack-3
D1061250,fl:mi_ln:kim-337
10713818,fl:ge_ln:toderici-1
9864272,fl:se_ln:choi-37
11209869,fl:an_ln:planche-1
11083286,fl:jo_ln:seyfried-1
10288261,fl:zo_ln:yuan-8
11653202,fl:ma_ln:balmakhtar-1
8839403,fl:am_ln:mosek-1
6604881,fl:da_ln:ruha-1
8060112,fl:mi_ln:grillo-2
6922256,fl:na_ln:davis-13
6125977,fl:ka_ln:matsuki-9
12188587,fl:ma_ln:ondo-1
10061205,fl:di_ln:ehm-1
7727047,fl:mi_ln:yeung-6
10393831,fl:st_ln:dodd-9
11269878,fl:ha_ln:li-285
8760790,fl:an_ln:krebs-2
6246208,fl:fe_ln:gatti-1
7718769,fl:da_ln:tang-4
12323923,fl:bi_ln:liu-58
10245983,fl:gr_ln:hagedorn-1
4015845,fl:ra_ln:sines-1
6713353,fl:ta_ln:kanda-13
4056556,fl:ud_ln:axen-1
7738643,fl:da_ln:nemec-1
7702726,fl:mi_ln:homeier-1
10568183,fl:ch_ln:chen-1456
10566230,fl:ve_ln:sandoval-1
7675000,fl:jo_ln:boyd-17
10011809,fl:st_ln:lentsch-2
10661764,fl:ro_ln:cammarata-3
10619189,fl:gr_ln:sitton-2
10511703,fl:hy_ln:park-537
7902090,fl:ju_ln:seo-13
11479306,fl:th_ln:hasenauer-1
9976167,fl:ju_ln:zhang-87
5599677,fl:ba_ln:dowell-1
8883993,fl:am_ln:skaggs-1
4651136,fl:ro_ln:reich-7
6365541,fl:hi_ln:freundl-1
4363066,fl:ma_ln:bishop-5
5104853,fl:ja_ln:schilling-2
7712088,fl:mi_ln:wories-1
10998863,fl:ch_ln:day-21
11774815,fl:ji_ln:gao-141
11724432,fl:ch_ln:chan-369
10874849,fl:br_ln:hillukka-2
D1072842,fl:da_ln:kogan-2
D584077,fl:st_ln:laserson-1
D913329,fl:pi_ln:mariani-1
9460441,fl:ho_ln:niden-1
7497692,fl:hi_ln:akimoto-5
4763854,fl:ro_ln:borowski-2
5075473,fl:fe_ln:denes-2
8188255,fl:an_ln:krogh-2
8841733,fl:ch_ln:lin-233
11613870,fl:jo_ln:walker-47
8006874,fl:lo_ln:brelje-1
10973709,fl:ji_ln:trygier-1
6134375,fl:to_ln:furusawa-2
11221586,fl:ke_ln:takagi-28
7422784,fl:sh_ln:kawasaki-34
11804321,fl:ma_ln:samant-2
7648658,fl:ho_ln:harris-2
7518873,fl:do_ln:shin-144
8589569,fl:ch_ln:lin-198
6062305,fl:la_ln:persson-9
9854327,fl:ra_ln:kelley-3
7705371,fl:sa_ln:nakazawa-4
7849580,fl:da_ln:barry-21
12177386,fl:ge_ln:backhaus-1
11220935,fl:ts_ln:suzuki-27
10466312,fl:jo_ln:russo-1
7017364,fl:wo_ln:lee-360
9702997,fl:ni_ln:bienati-1
D648370,fl:to_ln:yoshida-46
8124855,fl:fu_ln:birru-1
7071020,fl:su_ln:hong-276
10830981,fl:yi_ln:chan-18
11426062,fl:la_ln:greenspan-2
10775167,fl:mi_ln:zhai-2
7889957,fl:ke_ln:hayakawa-3
11000067,fl:ro_ln:volodarsky-1
7857895,fl:ko_ln:yoshimura-9
7388996,fl:ja_ln:lainema-1
4223373,fl:ed_ln:collins-6
9323512,fl:ch_ln:schwaninger-1
8517839,fl:ke_ln:tanaka-48
12481150,fl:ti_ln:schary-1
6639408,fl:hi_ln:yudahira-1
7026119,fl:ph_ln:sass-1
10329184,fl:se_ln:annamalai-3
10459766,fl:co_ln:quon-1
4727167,fl:jo_ln:burba-2
12394926,fl:ya_ln:liang-1
11075715,fl:hu_ln:zhang-206
6477107,fl:ju_ln:lee-808
4189954,fl:yo_ln:nakamura-44
10870756,fl:na_ln:kanagawa-2
5758067,fl:ro_ln:steele-4
11162183,fl:se_ln:park-246
8689113,fl:ga_ln:gopalakrishnan-2
7644303,fl:eu_ln:goh-1
5164124,fl:al_ln:meffert-1
10612406,fl:do_ln:mongillo-1
9428377,fl:ca_ln:low-2
8930073,fl:ha_ln:kim-264
10065122,fl:er_ln:schenk-2
4675699,fl:ma_ln:takenouchi-4
8398059,fl:je_ln:courtright-1
5239253,fl:ma_ln:nakamura-53
10948685,fl:qi_ln:yang-52
11830306,fl:ja_ln:griszbacher-1
11564628,fl:gi_ln:leo-1
11655551,fl:lu_ln:rouveyre-1
11427712,fl:mi_ln:becker-16
6153363,fl:ta_ln:jones-3
9041146,fl:ta_ln:ghani-1
7657297,fl:ar_ln:holmquist-1
8546175,fl:eu_ln:kim-45
9993186,fl:ma_ln:tapsak-2
4036414,fl:fe_ln:miranda-3
11747697,fl:hy_ln:kim-133
10281810,fl:ke_ln:chang-3
10189896,fl:ki_ln:marquette-1
10138517,fl:an_ln:kopfsill-1
11481523,fl:al_ln:rhelimi-1
9559807,fl:su_ln:hong-263
10270053,fl:li_ln:sun-95
D517026,fl:ry_ln:suenaga-3
5979270,fl:ch_ln:thoma-3
12189520,fl:an_ln:gray-12
10538308,fl:fr_ln:honoratoruiz-1
6818006,fl:da_ln:brin-1
5366065,fl:he_ln:buhren-1
12186306,fl:po_ln:panorchan-1
6333931,fl:da_ln:oran-3
11812938,fl:je_ln:alvarez-8
12385416,fl:mi_ln:stemmler-1
11861587,fl:is_ln:arroyo-1
12004734,fl:ja_ln:jolly-11
11389654,fl:jo_ln:velure-1
6341759,fl:hu_ln:stier-1
11522863,fl:an_ln:mcleod-3
9597876,fl:ke_ln:imai-19
PP34904,fl:jo_ln:gomezporras-1
7329497,fl:ak_ln:shimamoto-2
5903254,fl:da_ln:potter-20
10942668,fl:ke_ln:sternberg-2
12035047,fl:ky_ln:oh-78
5068244,fl:mi_ln:fortin-1
10503075,fl:wo_ln:merkel-1
11048437,fl:we_ln:wang-272
9998196,fl:hi_ln:ohyabu-1
10482346,fl:ch_ln:kim-276
7582348,fl:ke_ln:ando-12
7822818,fl:mi_ln:shah-44
9028355,fl:ma_ln:owatari-1
9769236,fl:j._ln:barnes-4
7274661,fl:ch_ln:harrell-3
6587926,fl:jo_ln:dodson-7
7953507,fl:br_ln:denton-2
8414426,fl:br_ln:comeau-3
12199940,fl:ut_ln:bacher-1
D693661,fl:do_ln:fosberg-1
11048644,fl:ma_ln:banse-3
4987602,fl:wo_ln:brunner-1
9332949,fl:ja_ln:lemaire-1
10629948,fl:hu_ln:he-44
12207927,fl:ax_ln:bouchon-2
5491449,fl:ed_ln:johnson-10
5745445,fl:hi_ln:nishikawa-34
4920276,fl:yo_ln:kubo-4
11046680,fl:jo_ln:houze-1
7329655,fl:ei_ln:tsukuda-1
10257194,fl:er_ln:stuntebeck-2
D946474,fl:wo_ln:kim-52
12316295,fl:ma_ln:bousquet-1
10006903,fl:be_ln:michaud-1
9884460,fl:ki_ln:liddell-1
8711273,fl:ke_ln:ishibashi-8
11531854,fl:hi_ln:ishikawa-68
9770281,fl:je_ln:rencher-1
7181051,fl:ch_ln:jacobs-4
6422663,fl:ac_ln:siepker-1
7496519,fl:ke_ln:armstrong-12
8791052,fl:wi_ln:carter-12
11036480,fl:xu_ln:chen-130
4734427,fl:wi_ln:brandes-2
4474288,fl:st_ln:majewski-2
11110534,fl:pe_ln:gruber-6
5579334,fl:de_ln:oldnall-1
D303034,fl:wi_ln:jones-2
9608768,fl:ku_ln:ramaswamy-1
11493312,fl:be_ln:dallas-1
12492549,fl:ni_ln:vasconi-1
7466078,fl:ta_ln:kang-38
D661608,fl:pe_ln:kimmich-1
4262474,fl:ph_ln:reid-6
9924952,fl:jo_ln:kulas-1
7967756,fl:je_ln:hartley-1
D1064263,fl:ri_ln:boyes-2
8752113,fl:ia_ln:zenoni-1
6725600,fl:do_ln:weder-1
5689289,fl:ma_ln:kobayashi-77
8268608,fl:ch_ln:nakamura-6
5326808,fl:f._ln:floyd-1
4598089,fl:er_ln:hochuli-1
7826414,fl:jo_ln:odenwalder-1
11138202,fl:li_ln:zhang-317
10138703,fl:ke_ln:skinnes-1
8867774,fl:ta_ln:nokuo-2
9163196,fl:jo_ln:sharpe-11
11756804,fl:al_ln:d'ambra-3
8054254,fl:wo_ln:lee-370
7769751,fl:ju_ln:wu-157
5509068,fl:mi_ln:bayless-2
8417889,fl:di_ln:flemming-1
6255324,fl:th_ln:mcneel-1
11335158,fl:iv_ln:zavbi-1
10247421,fl:to_ln:gattermeyer-1
8500795,fl:hu_ln:sharkey-3
D413622,fl:pa_ln:o'brien-21
6087998,fl:tu_ln:nguyen-36
11715167,fl:ca_ln:patton-1
9233883,fl:mi_ln:fisher-19
8240121,fl:jo_ln:wagner-2
7508188,fl:zh_ln:lin-160
9233636,fl:do_ln:hart-17
12225464,fl:kw_ln:oh-18
11295128,fl:ji_ln:bhatt-2
6950568,fl:ja_ln:swon-2
6622180,fl:sh_ln:ueda-62
3961620,00rteole1nhnpopsfe86eo20l
11611608,fl:br_ln:smith-46
9580720,fl:na_ln:stein-1
6119752,fl:ro_ln:zollinger-1
5981062,fl:he_ln:stroud-2
7167369,fl:ho_ln:huynh-7
5624376,fl:cr_ln:mar-1
9274361,fl:hi_ln:miyake-32
9699634,fl:ed_ln:wimmer-1
11953434,fl:jo_ln:collins-64
6650633,fl:ra_ln:albers-1
8730773,fl:sh_ln:chiu-38
4460256,fl:ko_ln:nishi-8
11075376,fl:jo_ln:goodman-34
D1040580,fl:fa_ln:hu-30
6050468,fl:ri_ln:kelley-7
4677165,fl:ka_ln:kayama-3
8075294,fl:je_ln:collette-4
12411392,fl:ko_ln:goldstein-1
7870498,fl:ja_ln:church-3
D313673,00ruqnjxarub2x0jd7yxgyzst
9136484,fl:ky_ln:lee-366
8634758,fl:ma_ln:sato-50
10978885,fl:ma_ln:lindback-1
4745849,fl:fr_ln:emilsson-1
9463322,fl:th_ln:tcheng-1
3995106,fl:ca_ln:wern-3
5144804,fl:th_ln:koblish-1
6954905,fl:ke_ln:lawrence-13
5009857,fl:ha_ln:haerle-1
6753507,fl:ko_ln:nagasaki-3
5071330,fl:al_ln:bukhonov-1
11661622,fl:ha_ln:nakatsugawa-2
5796284,00rvchx0wbbm7tino02bld59l
7286460,fl:ju_ln:ko-32
6451752,fl:mi_ln:delroisse-1
8886333,fl:da_ln:aghassian-1
5938773,fl:er_ln:hannah-1
11225484,fl:da_ln:engers-2
12381485,fl:ti_ln:hsu-38
7299641,fl:br_ln:wowk-1
11100713,fl:mi_ln:goslin-1
10963387,fl:ja_ln:zebchuk-1
11167077,fl:aa_ln:kirkemo-1
12017207,fl:fa_ln:alotaibi-5
6799793,00rwei2msknzkb97kc8sb0ggm
11829225,fl:yi_ln:he-12
5636915,fl:jo_ln:davenport-7
7792732,fl:ar_ln:biswas-2
10041113,fl:ri_ln:reel-1
5623090,fl:su_ln:tsubota-1
11129882,fl:th_ln:theander-1
9146007,fl:al_ln:goller-1
4298702,fl:kl_ln:hahn-5
11497433,fl:ki_ln:an-4
12495744,fl:da_ln:mackenzie-9
8447324,fl:mo_ln:shuman-1
6052252,fl:gw_ln:kim-7
12011352,fl:jo_ln:navia-4
9500278,fl:sh_ln:tsuge-8
11433860,fl:hi_ln:kobori-9
4284748,fl:me_ln:welch-1
11906504,fl:mi_ln:smith-107
10286328,fl:ma_ln:severin-1
5662777,fl:ul_ln:wieland-1
9596302,fl:ma_ln:salle-2
9124161,fl:by_ln:kim-98
11207627,fl:os_ln:velasquez-1
9653365,fl:ch_ln:yeo-10
7821427,fl:ne_ln:duxbury-1
9133517,fl:le_ln:jaspers-1
11037581,fl:ho_ln:francois-1
D888848,fl:st_ln:owusu-1
8318875,fl:ga_ln:kiss-3
10102802,fl:yo_ln:kwon-279
4296504,fl:da_ln:lawson-8
9900557,fl:en_ln:fonseca-1
9480856,fl:mi_ln:pravica-1
9170463,fl:ta_ln:nakamura-58
5815077,fl:er_ln:christiansen-3
7215211,fl:ar_ln:namdarmehdiabadi-1
10643705,fl:ma_ln:luekerboden-1
10937843,fl:ho_ln:ding-9
9580988,fl:jo_ln:incavo-1
10392050,fl:by_ln:lee-278
D422841,00rzmp2d5qhuc82kqsqo6l4y7
11846634,fl:ke_ln:rothschild-1
6688074,fl:jo_ln:spagua-1
10259970,fl:ch_ln:wu-28
D613009,fl:tr_ln:rodman-1
8090678,fl:or_ln:glickman-1
12354708,fl:re_ln:watanabe-6
6995686,fl:yo_ln:sleiman-1
10761717,fl:da_ln:bell-40
8928132,fl:yu_ln:choi-89
7393569,fl:ry_ln:shundo-1
11275800,fl:da_ln:schwartz-22
11464078,fl:an_ln:kim-51
7895438,fl:ta_ln:jung-5
12275346,fl:da_ln:vandersluis-2
7155287,fl:st_ln:gavronsky-1
6130495,fl:in_ln:thiemann-1
11911423,fl:we_ln:zhao-134
6761446,fl:th_ln:tombs-2
6414016,fl:ry_ln:ueno-6
9825373,fl:ri_ln:smith-37
11183590,fl:sh_ln:fujikake-2
10736665,fl:du_ln:bobbitt-1
9406876,fl:mu_ln:pinarbasi-1
5805935,fl:jo_ln:watkins-5
4271490,fl:ak_ln:sugiyama-11
11961883,fl:ju_ln:takaoka-1
4966629,fl:ko_ln:tsukiyama-1
8473050,fl:yi_ln:yu-67
9400454,fl:ma_ln:sandler-3
7358375,fl:sa_ln:park-72
6278218,fl:je_ln:beaupre-1
6996595,fl:an_ln:irvine-3
12028340,fl:da_ln:harris-38
8474895,fl:ke_ln:yano-5
6730440,fl:be_ln:bronstert-1
8207748,fl:da_ln:nguyen-90
7283739,fl:su_ln:kinoshita-4
8727992,fl:fu_ln:sakaguchi-1
4308269,fl:hi_ln:akimoto-5
8690669,fl:ri_ln:schwartz-4
9781270,fl:he_ln:ristock-2
8816029,fl:ri_ln:severance-2
6176199,fl:th_ln:bryan-6
9515917,fl:hi_ln:yamauchi-24
11915772,fl:vi_ln:sharma-45
10810279,fl:st_ln:ludin-1
D872891,fl:ky_ln:hawthorne-1
8834473,fl:ro_ln:dees-1
7241879,fl:an_ln:medinaselby-1
11296261,fl:yo_ln:shimoda-8
5829055,fl:gr_ln:collins-3
9341410,fl:jo_ln:dearmond-1
4833022,fl:wi_ln:bridges-4
10927126,fl:pa_ln:spearing-1
6527783,fl:ro_ln:ignon-1
4094013,fl:jo_ln:kruger-11
8873863,fl:ju_ln:kim-214
7789622,fl:ja_ln:acre-1
10286038,fl:di_ln:krainc-1
4419194,fl:se_ln:angelini-1
9953287,fl:ud_ln:madan-1
10039795,fl:mi_ln:cappillino-1
10683552,fl:st_ln:mccarroll-1
11454840,fl:sh_ln:li-413
6074094,00s4gbqs126wgv43xrn7fusid
8304514,fl:de_ln:liaw-3
7237296,fl:ak_ln:tsuchiya-13
4915036,fl:vi_ln:devita-2
8019280,fl:ra_ln:katz-3
12305749,fl:mi_ln:brentari-1
11319107,fl:pe_ln:gaal-1
9429117,fl:ta_ln:seki-28
4536522,fl:er_ln:yeakey-1
6798911,fl:va_ln:tarokh-1
11833275,fl:pa_ln:lubock-1
5665512,fl:ch_ln:tsutsui-1
5453207,fl:gr_ln:simpson-8
8265366,fl:an_ln:colletbillon-2
6492348,fl:co_ln:eldred-1
12260393,fl:je_ln:rule-2
7161943,fl:sa_ln:kamiya-4
7439825,fl:yu_ln:park-25
11351862,fl:in_ln:koegler-1
9522198,fl:ja_ln:pilch-2
9471787,fl:om_ln:tripp-1
6798064,fl:ha_ln:henry-4
12479373,fl:dy_ln:cox-1
8678912,fl:jo_ln:hedrick-6
11253930,fl:mi_ln:nitsche-1
11679161,fl:br_ln:quinn-19
7944077,fl:mi_ln:schwarz-8
12339103,fl:ja_ln:pietrzak-2
D758201,fl:mi_ln:sehl-1
7721908,fl:ed_ln:cronin-1
12182094,fl:ad_ln:kamor-1
4724703,fl:va_ln:grubisic-1
11474875,fl:ja_ln:mcintyre-7
9353295,fl:eu_ln:lee-116
6397306,fl:ed_ln:szajner-1
4743232,fl:ro_ln:kruger-2
9599804,fl:vo_ln:seyfried-1
8705208,fl:re_ln:arai-3
6693202,fl:ed_ln:moran-1
10678806,fl:mu_ln:venkatrao-1
D967800,fl:m._ln:hankey-2
12446175,fl:ch_ln:khawand-1
9449834,fl:yo_ln:he-64
11351508,fl:an_ln:som-1
11764847,fl:so_ln:trainin-1
7375971,fl:si_ln:muff-1
7886932,fl:to_ln:kurihara-12
10850606,fl:ko_ln:yoshida-28
9039930,fl:pu_ln:huang-6
4306722,fl:th_ln:rusnak-1
D917621,fl:ar_ln:turgel-4
5779145,fl:da_ln:zelle-2
11965753,fl:ma_ln:loch-4
10810989,fl:st_ln:goldstein-14
11101793,fl:ta_ln:yokosyo-1
6228133,fl:ro_ln:stubbs-6
5514288,fl:ka_ln:guiney-2
11474053,fl:ke_ln:james-9
12000156,fl:ja_ln:hoffman-20
5233665,fl:ja_ln:harrison-27
5889027,fl:ja_ln:lee-168
11519110,fl:an_ln:melendez-2
4897829,fl:ke_ln:ikoma-1
11652127,fl:s._ln:wang-2
6226397,fl:sh_ln:yamagata-18
6520059,fl:mi_ln:o'banion-4
5243624,fl:al_ln:wu-12
8504500,fl:mi_ln:hartmann-9
8262280,fl:pa_ln:vanatta-1
6056894,fl:cl_ln:weller-1
4873889,fl:ri_ln:ditlinger-1
5963383,fl:ry_ln:jurgenson-1
9820932,fl:ma_ln:yoshida-93
4680458,fl:je_ln:drexler-1
11226938,fl:vi_ln:madisetti-1
5260670,fl:da_ln:baker-20
11580055,fl:da_ln:brown-49
7994165,fl:jo_ln:jacobsen-7
D803879,fl:le_ln:broughton-1
4894611,fl:ak_ln:suzuki-25
8208290,fl:ke_ln:lee-176
9013564,fl:wi_ln:gates-8
8006457,fl:ch_ln:reed-9
11400092,fl:ca_ln:jamieson-3
10386820,fl:mi_ln:wenzel-5
11626230,fl:sh_ln:zhang-215
5474927,fl:pe_ln:johnson-27
4450039,fl:jo_ln:hobby-1
10588298,fl:an_ln:murphy-5
10880320,fl:an_ln:mohamedrasheed-1
5366926,fl:pi_ln:mei-1
4214332,fl:eu_ln:stoner-2
11796791,fl:ju_ln:gamet-1
12080351,fl:aa_ln:yip-1
4483039,00sb1oiq9ipa5lvxrcv96by74
10098190,fl:jo_ln:park-288
5955012,fl:ti_ln:yingling-1
11167009,fl:fe_ln:inserra-1
7838055,fl:ia_ln:fairs-1
10734655,fl:ma_ln:tononishi-1
8477856,fl:er_ln:gaalaas-1
12504817,fl:si_ln:armbruster-1
11152002,fl:jo_ln:russell-4
5665147,fl:le_ln:stokes-4
11786693,fl:ha_ln:hansmann-3
7461530,fl:hi_ln:kawamura-12
10496587,fl:yu_ln:zhang-209
12073502,fl:hy_ln:kang-203
6009514,fl:mo_ln:henzinger-2
10739791,fl:ke_ln:builta-1
10662987,fl:da_ln:brzozowski-1
11877423,fl:sw_ln:minupuri-1
4584494,fl:hi_ln:arakawa-18
6664994,fl:yo_ln:shiraiwa-2
12034519,fl:ma_ln:karlsson-32
11792868,fl:be_ln:burns-4
9178162,fl:jo_ln:lee-142
9203220,fl:da_ln:stoevesand-1
8376236,fl:sh_ln:kataoka-20
9917093,fl:ma_ln:higashitani-3
8685371,fl:ma_ln:debacker-7
10663698,fl:ka_ln:leong-4
6693598,fl:be_ln:newman-12
11176387,fl:sa_ln:park-424
6016633,fl:jo_ln:elwart-1
7474676,fl:yu_ln:nagai-18
8893264,fl:ed_ln:suominen-1
10241712,fl:th_ln:watson-10
7793680,fl:ro_ln:frampton-2
6661012,fl:jo_ln:lauter-3
6327600,fl:ak_ln:okumura-10
10811673,fl:iz_ln:sasaki-1
5091403,fl:mi_ln:masaki-1
11987241,fl:mo_ln:shahriari-1
D1050156,fl:ma_ln:senf-1
